model,precision,agent,category,correct,total,accuracy
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Biology/Medicine,18,207,0.08695652173913043
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Chemistry,6,69,0.08695652173913043
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Computer Science/AI,19,200,0.095
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Engineering,6,57,0.10526315789473684
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Humanities/Social Science,11,167,0.0658682634730539
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Math,42,839,0.050059594755661505
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Other,7,131,0.05343511450381679
Qwen3.5-0.8B,BF16/FP16,Sim-XMaster,Physics,2,161,0.012422360248447204
Qwen3.5-9B,BF16/FP16,Direct,Biology/Medicine,21,209,0.10047846889952153
Qwen3.5-9B,BF16/FP16,Direct,Chemistry,6,76,0.07894736842105263
Qwen3.5-9B,BF16/FP16,Direct,Computer Science/AI,8,201,0.03980099502487562
Qwen3.5-9B,BF16/FP16,Direct,Engineering,5,57,0.08771929824561403
Qwen3.5-9B,BF16/FP16,Direct,Humanities/Social Science,10,178,0.056179775280898875
Qwen3.5-9B,BF16/FP16,Direct,Math,34,866,0.03926096997690531
Qwen3.5-9B,BF16/FP16,Direct,Other,8,141,0.05673758865248227
Qwen3.5-9B,BF16/FP16,Direct,Physics,8,176,0.045454545454545456
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Biology/Medicine,23,209,0.11004784688995216
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Chemistry,4,76,0.05263157894736842
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Computer Science/AI,10,201,0.04975124378109453
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Engineering,4,57,0.07017543859649122
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Humanities/Social Science,11,178,0.06179775280898876
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Math,40,866,0.046189376443418015
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Other,6,141,0.0425531914893617
Qwen3.5-9B,BF16/FP16,XMaster-Feedback,Physics,6,176,0.03409090909090909
Qwen3.5-9B,BF16/FP16,Tool,Biology/Medicine,21,209,0.10047846889952153
Qwen3.5-9B,BF16/FP16,Tool,Chemistry,7,76,0.09210526315789473
Qwen3.5-9B,BF16/FP16,Tool,Computer Science/AI,10,201,0.04975124378109453
Qwen3.5-9B,BF16/FP16,Tool,Engineering,5,57,0.08771929824561403
Qwen3.5-9B,BF16/FP16,Tool,Humanities/Social Science,10,178,0.056179775280898875
Qwen3.5-9B,BF16/FP16,Tool,Math,43,866,0.049653579676674366
Qwen3.5-9B,BF16/FP16,Tool,Other,8,141,0.05673758865248227
Qwen3.5-9B,BF16/FP16,Tool,Physics,8,176,0.045454545454545456
Qwen3.5-27B,NF4 4-bit,Direct,Biology/Medicine,16,209,0.07655502392344497
Qwen3.5-27B,NF4 4-bit,Direct,Chemistry,3,76,0.039473684210526314
Qwen3.5-27B,NF4 4-bit,Direct,Computer Science/AI,11,201,0.05472636815920398
Qwen3.5-27B,NF4 4-bit,Direct,Engineering,5,57,0.08771929824561403
Qwen3.5-27B,NF4 4-bit,Direct,Humanities/Social Science,10,178,0.056179775280898875
Qwen3.5-27B,NF4 4-bit,Direct,Math,36,866,0.04157043879907621
Qwen3.5-27B,NF4 4-bit,Direct,Other,5,141,0.03546099290780142
Qwen3.5-27B,NF4 4-bit,Direct,Physics,6,176,0.03409090909090909
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Biology/Medicine,12,129,0.09302325581395349
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Chemistry,2,49,0.04081632653061224
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Computer Science/AI,9,120,0.075
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Engineering,4,41,0.0975609756097561
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Humanities/Social Science,8,104,0.07692307692307693
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Math,24,452,0.05309734513274336
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Other,4,81,0.04938271604938271
Qwen3.5-27B,NF4 4-bit,XMaster-Feedback,Physics,1,70,0.014285714285714285
Qwen3.5-27B,NF4 4-bit,Tool,Biology/Medicine,18,209,0.0861244019138756
Qwen3.5-27B,NF4 4-bit,Tool,Chemistry,4,76,0.05263157894736842
Qwen3.5-27B,NF4 4-bit,Tool,Computer Science/AI,15,201,0.07462686567164178
Qwen3.5-27B,NF4 4-bit,Tool,Engineering,5,57,0.08771929824561403
Qwen3.5-27B,NF4 4-bit,Tool,Humanities/Social Science,12,178,0.06741573033707865
Qwen3.5-27B,NF4 4-bit,Tool,Math,45,866,0.05196304849884527
Qwen3.5-27B,NF4 4-bit,Tool,Other,7,141,0.04964539007092199
Qwen3.5-27B,NF4 4-bit,Tool,Physics,6,176,0.03409090909090909
